text,first_label,second_label
From any job? Do you want heroine addicts teaching kindergarten? What about morphine addicts working in hospitals? How about meth smoking firefighters? At some point there is just a conflict of interest for what the demands of a job are and what the effects or a drug are.,Manipulation,Negative Emotional Appeal
"However, Qatar has lied about it's bid. They said they would have 12 stadiums, but they are only building 8. They said it was to be in summer, now it is winter. They cheated on the bidding process.",Rational Persuasion,Logical Appeal
You legitimately think that in 50 years the federal min wage will $7.25?,Rational Persuasion,Persuasive Inquiry
"That's one of the reasons why it's a good idea to legalize it. Then just like alcohol and cigarettes, marijuana will be sold in places that do not also sell meth.",Rational Persuasion,Logical Appeal
"If we have some sort of working class revolution, the rebels aren't going to march on the pentagon, they're going to raid the wealthy suburbs and start killing millionaires. Our military is huge, but it isn't big enough occupy the whole country and the rich are vulnerable.",Manipulation,Othering
You get an even better chance of survival if the intruder *isn't* armed...,Rational Persuasion,Logical Appeal
"George Gallaway is a socialist. Of course he's gonna be pro-socialism/anti-capitalism. He's also British, BTW, so he's pretty irrelevant when discussing American politics. But how many American liberal politicians describe themselves as socialist?",Rational Persuasion,Persuasive Inquiry
Good driving is minimizing your risk of getting in an accident. This means that you should not assume everyone else is a good driver.,Rational Persuasion,Logical Appeal
"Intellectually disabled might be less easy to use as a direct insult, but it only sounds better to us because it hasn't run far down the treadmill yet.",Rational Persuasion,Logical Appeal
"Well then, beyond aesthetics, it is more sanitary to have the lid closed when you flush. Otherwise you can get germs sprayed up and have them land on your toothbrush or something.",Rational Persuasion,Empirical Evidence
The argument is generally that the animals we breed for food would be better off not existing at all than living in the factory farming system.,Rational Persuasion,Logical Appeal
"Exactly. Most of these abusers aren't dumb, they know they can't go for someone who will be able to stand up for themselves.",Rational Persuasion,Logical Appeal
"If the poor had that much power, they wouldn't be poor anymore. They'd have used their power to make themselves not poor. Or at least they'd have more than they do now. Better healthcare, more access to housing, more homeless shelters, something!",Rational Persuasion,Logical Appeal
"The Occupy movement started with a vague idea that had no potential to go anywhere and therefore didn't. The idea was to camp out in cities, particularly stock markets, and complain about income inequality. It's a badly thought-out idea that makes no sense and had no potential to fix anything.",Rational Persuasion,Logical Appeal
"Who gets to decide what ideas have merit? Cause if it's me, you wouldn't be able to say what you just did.",Manipulation,Negative Emotional Appeal
"On the other hand, why on earth should I hire Worker A? To me, that's just a good justification to not hire smokers.",Manipulation,Othering
"Flashing your brights, especially at night is very distracting and a dangerous behavior. I would not suggest that as an alternative to tailgating.",Rational Persuasion,Logical Appeal
This is silly. What you want is a flame thrower. The problem is simply that this is even more unpredictable. This weapon is too imprecise. What if I want to rob a convenience store and not set the place on fire? Every robbery would also be an arson and potential multiple homicide.,Rational Persuasion,Logical Appeal
There has been cases of Judges being bribed to make longer sentences at certain prisons. Which would make a large argument for only public prisons that do not directly benefit from the labour.,Rational Persuasion,Logical Appeal
The entire NBPA could very well go on strike unless he sells the team.,Manipulation,Scarcity
"I don't know, it seems Jesus is pretty direct about it on a few occasions. ""I am the way, and the truth, and the life; no one comes to the Father but through Me."" ""With man this is impossible, but with God all things are possible.""",Rational Persuasion,Empirical Evidence
"Yeah, but dogs raised for slaughter in Asia are mistreated to an abhorrent degree, even by livestock standards.",Rational Persuasion,Logical Appeal
"Your argument is that nature and nurture outweighs choice, and that's simply something that I don't believe. If you can make a choice, then you can be held to account for that choice. It's really as simple as that.",Rational Persuasion,Logical Appeal
But going independent would increase the cost. At the moment the UK foots the bill whereas soon Scotland will have to maintain those things themselves.,Rational Persuasion,Logical Appeal
If a banana wasn't ment to be used for scale then why does it fit the palm of a human hand so perfectly? Checkmate.,Rational Persuasion,Others
"How exactly would you pay a $300,000 bill? And if you DO have $300,000 saved up, then paying the monthly premiums shouldn't really be that big of a deal. Both of these situations lead to the same conclusion.",Rational Persuasion,Logical Appeal
What is there to teach? You'd have to fill ~4 high level classes per semester with an 8 semester program about football. That seems a bit unreasonable as well as the fact that sports don't have the same mental component as the arts do.,Rational Persuasion,Logical Appeal
"It is an unfortunate situation yes, but much more preferable than teaching kids that it is ok to push your body beyond its limits using drugs in order to play better.",Rational Persuasion,Logical Appeal
"Pro weightlifters and pro athletes in general can eat a shit load of food and stay in shape because they burn significantly more calories than the average person, the nutritional value of what they eat does not matter as much as calories in vs calories out.",Rational Persuasion,Empirical Evidence
I don't mean to be insulting but did you not learn this simple explanation in middle school or even elementary school??!! I seriously heard this exact same analogy for what an economy is and why specialization changed the world about 10 times before the age of 14...,Manipulation,Negative Emotional Appeal
Is a dog left in a home alone for over eight hours a day with no companionship really better off than one who spends every waking minute with their best friend?,Rational Persuasion,Persuasive Inquiry
"Yeah sure, but in the long run you could move the policies of the first party candidate that you like towards the third party candidate, because they are losing votes that would normally be in their base to a third party.",Rational Persuasion,Logical Appeal
"I always saw smokers as being gullible, unable to judge risk, impulsive and easily effected by marketing.",Manipulation,Othering
"That doesn't seem like a reliable indicator. There are always going to be more nonprofits working against the status quo than for it; if you think that the existence of multiple nonprofits working against a thing proves they're right, you're always going to conclude that the status quo is bad.",Rational Persuasion,Logical Appeal
The primary drawback being that your words are judged on their own merits...*by a bunch of 12 year olds.*,Manipulation,Othering
"Right, so, how exactly are we supposed to change your view if your view is ""my taste is good""? Do you have any idea what something that would change your view even looks like? Were you looking to be able to appreciate the ""bad"" lyrics more? Why did you post this thread?",Manipulation,Negative Emotional Appeal
"Still not a gun. You have a choice, as always, you can go to a homeless shelter. ""Theft"" would be if you literally could not prevent yourself from losing that money. Here you can choose not to spend it.",Rational Persuasion,Logical Appeal
"You're a detective now son, you don't get to believe in coincidences.' Theatrical as it may be is this what your implying is incorrect?",Rational Persuasion,Persuasive Inquiry
"I would say that's a major false equivalency, the path to the NFL is very different. If you are getting elite training in a sport like skeleton or equestrian at a young age, you're presumably affluent. Pretty much all the Winter Olympic sports and most of the Summer Olympic sports are like this.",Rational Persuasion,Logical Appeal
"You are missing my point, the money for that still has to come from taxes or debt. Deciding how to spend the money collected as such is a separate issue entirely. It doesn't matter if it is going to school lunches or missiles, it's origin is loans and taxes.",Rational Persuasion,Logical Appeal
"In absence of other factors, increased demand should lead to higher prices. Fast food is cheap because there is so much of it.",Rational Persuasion,Logical Appeal
"Again, my point was not about what happens 5 years from now, but what happens 30+ years from now. How many nuclear powers will there be in 2044? How many of them will have ballistic missile technology?",Rational Persuasion,Persuasive Inquiry
I think the point is that grammar and spelling errors often *prevent* the message from getting across.,Rational Persuasion,Logical Appeal
Um at this point I'm just going to think that you really don't have anything of merit to say and walk a way.,Manipulation,Negative Emotional Appeal
Almost all democracies at the time survived the Great Depression and both World Wars. You're frankly just wrong.,Manipulation,Negative Emotional Appeal
A father dying is a special case because he's dead. It's like an unintentional denial of child support because the father can not physically pay child support as evidenced by his death. It's the least we can do as a society to pitch in and provide help for the single mother (social security).,Rational Persuasion,Logical Appeal
"More importantly, look for easy hookups on your own level of attractiveness. If you're a 4 and you're messaging 8's and 9's trying to hookup, you're not going to have a lot of luck. Start messaging 4's, and you'll see your success rate improve dramatically.",Manipulation,Othering
"It isn't your call. It's hers. She's the one who has to set the boundaries to her body. If she doesn't do this, or thinks the attention is fine, and it bothers you, the real issue is between you and her and the parameters of your relationship.",Rational Persuasion,Logical Appeal
No chance for re-election so the president doesn't try as hard to remain in good favor.,Rational Persuasion,Logical Appeal
"If you actually feel that the time we have on Earth is all our time, why are you letting it go. Relish each moment. I mean you weren't scared that you weren't around in 1870. Don't be scared that you might not be around in 2070.",Manipulation,Scarcity
"You sound like a creationist. Science has nothing to do with ""proof"", and saying that something is a ""theory"" has nothing to do with how accurate it is.",Rational Persuasion,Logical Appeal
What makes waiting tables for customers any harder than sitting at a customer service desk and getting yelled at? Or doing back-breaking shelf stocking overnight? There are a lot of minimum wage retail jobs that are very stressful.,Rational Persuasion,Persuasive Inquiry
"You're missing the fact that the drivers unions have long lobbied to keep those regulations in place to limit supply. Perhaps not the drivers themselves, but their representatives are as much to blame as the regulators.",Manipulation,Othering
"I used to think they were just a circlejerk, until they came out in support of doxxing.",Manipulation,Othering
"By regulation, I believe he means having a system to avoid fraud or abuse. Sure, too much regulation is bad, however having it completely unregulated I believe isn't favorable.",Rational Persuasion,Logical Appeal
You've seen 4 episodes out of 78? That's about 3% of the total body of work. How can you accurately judge anything by experiencing 3% of it?,Rational Persuasion,Persuasive Inquiry
"That's a negative consequence primarily for the child, not for the woman. The law is always going to weigh the interests of the child above the desires of either of its parents - as it should be.",Rational Persuasion,Empirical Evidence
They believe they deserve it' Especially for some women who end up in these relationships after low self worth and barration of such all their lives. It really depends on the mindset of the woman. How can she fix the mindset if that's all she knows?,Rational Persuasion,Persuasive Inquiry
"No, I think the right to have an abortion is squarely in the mothers domain and not that of the fathers.",Rational Persuasion,Others
"That's why there have been pulled fire alarms and protests outside their meetings, *obviously.*",Manipulation,Others
"Regarding governments spying. It's a disturbing and worrying fact that they do, but the fact that we are now utterly aware of it is better than if we were to still be igorant.",Rational Persuasion,Logical Appeal
"The CEO of Chick Fil A donates money and actively supports efforts to marginalize and demonize the LGBT community. He uses the money earned through his business to do so. He doesn't discriminate through his business, but he does discriminate.",Rational Persuasion,Empirical Evidence
"because there's a difference between discriminating against an idea you find abhorrent and discriminating against a person for who they are. it's absurd to ""disagree with"" the fact that someone is black, a woman, or gay, etc.",Rational Persuasion,Logical Appeal
"These are the words of someone whose bluff has been called. Don't assert the existence of studies backing your position if you're not willing (or able, because they don't exist) to deliver.",Manipulation,Negative Emotional Appeal
"I'm going to back out of this now and encourage you, with all my heart, to never believe you could possibly home school your children. You are correct. Your children will be worse off for your effort.",Manipulation,Negative Emotional Appeal
"So a father raises his daughter through out her life, and when she turns 18 they get together, do you think that that is ok? It creates a situation where adults can groom their children into being with them.",Manipulation,Negative Emotional Appeal
If other can't pay for lower wait times they do not a have a claim on that good. Therefore this cannot be exploitation.,Rational Persuasion,Logical Appeal
"I don't agree with that at all. Breaking social norms does not make it okay for others to treat you poorly. Being mean to someone isn't okay just because they're a little odd. Again, whats the alternative? Never speak up? Don't attempt to make progress toward changing the norms?",Rational Persuasion,Persuasive Inquiry
"Even if 97% of all alimony goes to women, wouldn't that be indicative of how most men are the breadwinners in a marriage and nothing to do with gender bias is awarding alimony?",Rational Persuasion,Persuasive Inquiry
"The same things used to be said about the Irish and later the Italians. The common factor is economic collapse, not the color of their skin.",Rational Persuasion,Empirical Evidence
"Written contracts would definitely be the most useful to prove infidelity. Verbal contracts would lead to a ""he said, she said,"" and implicit contracts would be practically useless.",Rational Persuasion,Logical Appeal
"I definitely recommend reading some Camus, and checking out Sartre's concept of authenticity. An existential worldview should be the ultimate *liberating* experience, not one of sorrow.",Rational Persuasion,Logical Appeal
"that doesn't magically make them more ready. and the possibility of a disabled child is there with every pregnancy, shouldn't you be expected to be ready for a disabled child with every wanted pregnancy you have?",Rational Persuasion,Persuasive Inquiry
The way that you get everyone to share is by yourself sharing as an example. You cannot share if you do not produce or earn. Therefore you are trying to take.,Rational Persuasion,Logical Appeal
That's because every one is given a gun as part of their mandatory militia. Comparing apples and oranges isn't going to help you,Rational Persuasion,Logical Appeal
"This is a clear example of feminists not fighting for equal rights, but to preserve female privilege.",Manipulation,Othering
"After a major concussion I would argue your not able to make that decision because of the recent, as in just happened, brain injury. Try swapping out the return to game form with some kind of contractural renegotiation or financial decision and see how well this holds up.",Rational Persuasion,Logical Appeal
"Do you like pizza dough? Do you like cheese? Do you like pizza sauce? If so, why not enjoy more of all 3 in a single slice?",Rational Persuasion,Persuasive Inquiry
"Your accuser is the person viewing the security footage. And you face them in court, not on the street. If a person is caught cheating on their taxes, they are sued by the IRS, not the individual employee who caught them.",Rational Persuasion,Logical Appeal
you mean points like: you generalize you demonize America you don't realize what soldiers actually do you think you live in a much nicer world then you actually do you don't look at the bigger picture ?,Manipulation,Negative Emotional Appeal
You're arguing for the divine right of stagnation. Things change. Adapt or suffer.,Manipulation,Negative Emotional Appeal
If nothing else we can plainly conclude here that pepsi is NOT an objectively inferior soda,Rational Persuasion,Logical Appeal
"If you grind up the baby, cook it on a grill and serve it on a bun with a slice of cheddar, it becomes hard to tell.",Rational Persuasion,Logical Appeal
"The point is that if you're taking like that, both partners don't want the same thing. If your partner is only mono because you make them, that is selfish, yes. But if that isn't the situation, then it's not selfish.",Rational Persuasion,Logical Appeal
"I imagine the Allies felt the same way about Czechoslovakia in 1939. ""There is no avoiding war; it can only be postponed to the advantage of others.""",Rational Persuasion,Empirical Evidence
You have a view that you say is a gut feeling and has no thought put into it. You should change that view because it's a gut feeling and has no thought put into it.,Manipulation,Negative Emotional Appeal
You could probably find someone to spend the night with if you let your standards plummet too. Keep in mind that pretty girls aren't the only girls out there.,Manipulation,Othering
You won't find a woman who loves you until you can love yourself. Work on that first. I suggest therapy.,Rational Persuasion,Logical Appeal
Not to mention the millions upon millions of them already in circulation. Will the criminals simply give them up? Doubtful.,Rational Persuasion,Logical Appeal
I will add and say that I believe laws should not mandate morality but reflect it. As societal morality progresses so to should laws. They should always play catch-up not guide.,Rational Persuasion,Logical Appeal
"And in the very act of cashing out, they'd be disproving their own belief that bitcoins don't have any ""real"" value.",Rational Persuasion,Logical Appeal
"So there is no way it is motivated by not wanting to be responsible for carrying a living organism for 9 months, and then, again, not wanting to put your body through the severe trauma of having a child? That it no way motivates such a decision?",Rational Persuasion,Persuasive Inquiry
The President has almost complete freedom to do what he wants in foreign policy. This was deliberately set up that way in the Constitution. The President would have to break a law to be impeached.,Rational Persuasion,Empirical Evidence
"I think anything I have to say about how it's helpful will just be rebutted by restating point 1 and 2. Laziness and reliance on technology are the foundations of human civilization, and you could make the same arguments for the wheel.",Rational Persuasion,Logical Appeal
"Why would anyone ever go to court for judicial review if they had to pay for a lawyer knowing that, no matter how good their case was, they won't get anything from it?",Rational Persuasion,Persuasive Inquiry
"60% of the total land Israel received was the Negev, I've been there and trusty me, none of it is arable. In terms of arable land the split was very equal, at least for the 1948 borders. After the war of independance the split might have been less fair but they lost a war, that's how life goes.",Rational Persuasion,Empirical Evidence
"Yep. Someone needs to write this course of yours, someone needs to teach this course of yours, and someone needs to decide who's passed this course of yours. That's eugenics, pure and simple.",Rational Persuasion,Logical Appeal
"I think you should consider the repercussions of crimes like treason and vehicular manslaughter, as compared to the repercussions of crimes like possessing and smoking marijuana. The two aren't exactly comparable.",Rational Persuasion,Logical Appeal
Thats why there should be an estate tax. The only person burdended by an estate tax is a dead person.,Rational Persuasion,Logical Appeal
"The US doesn't pay that much less per capita. It's not like they are being deadbeats. As such, I don't think it is fair to single them out and ask them to pay more than 20% of the budget.",Rational Persuasion,Logical Appeal
Why would crowding out other potential candidates be profitable to the media? A matchup between Hillary and other candidates sells far more papers than Hillary the Inevitable. If papers were simply trying to maximize profits they'd be talking more vigorously about potential challengers.,Rational Persuasion,Logical Appeal
I think prisons should ignore the beliefs of atheists and force them to participate in prayer time.,Manipulation,Authority Appeal
"Granted. Anyone who cannot afford to clothe, feed or shelter themselves, but continues to buy cocaine can either get some free help at my expense or get off the federal teat. I think this is an extremely small amount to ask.",Manipulation,Othering
"If there were no difference between the punishments for molestation and murder, it would make sense to murder kids you molested if you were the least bit suspicious they would ever expose you.",Manipulation,Negative Emotional Appeal
If you have to ask - if you don't realize that the Daily Show has an agenda and isn't news - then you're not going to accept the answer anyway.,Manipulation,Negative Emotional Appeal
How could you go a full day without finding enough time for a task that takes at most a minute? No one is that busy.,Manipulation,Social Conformity
"If your criteria for ""bad invasive species"" is ""makes small bird and mammal species go extinct,"" then rats are the second biggest baddest thing out there. After humans.",Manipulation,Negative Emotional Appeal
Or just be negative about everything and call them anti-choice and pro-abortion...,Manipulation,Negative Emotional Appeal
"You're argument is circular. Ethical consideration should only be given to beings with moral agency. Why? Because they have moral agency. Your relying on the assumption that moral agency is a prerequisite for moral consideration, but that assumption is not a given. You ask why. I ask why not.",Rational Persuasion,Logical Appeal
"Just because you have a lawyer, doesn't mean you'll get out of the ticket.",Rational Persuasion,Logical Appeal
Well considering the past few years of congress have been some of the least productive in the history of the US can any president really promise anything? And if that's the case why bother electing anyone as president?,Manipulation,Negative Emotional Appeal
"What if the dish itself is cold? What if the 'best part' is less nutritious, and by saving the less desirable (but more nutritious) for after, a person is less likely to finish it? Why not just eat dessert before dinner?",Rational Persuasion,Persuasive Inquiry
"Of course, the same way you'd embrace a drug addict that is in rehab.",Manipulation,Others
"And if the shot is not justified, then you get punished. Those two weeks is like a trial.",Rational Persuasion,Others
"Not going to change you view, but interestingly LSD isn't remotely addictive, and in fact had been shown to break alcoholic addiction in a single dose.",Rational Persuasion,Empirical Evidence
"The US has many problems, one of which is absolutely not water... Except to fight fires. Why is the USs responsibility to provide water to areas that just don't have it? Based on human survival instincts, it is ludicrous to even live in a area that can't hydrate itself and accept its nationality.",Rational Persuasion,Logical Appeal
"you call potentially dying low risk? but while you can still do so, if there are risks you are no longer obliged to do so.",Rational Persuasion,Logical Appeal
Why should prisoners who are citizens be allowed to vote while resident non-citizens who follow the law cannot?,Rational Persuasion,Persuasive Inquiry
"It seems from your post that you work as a cashier in a store/supermarket. Why is that, are you just lazy and/or lack self control to get a better job? To clarify, I am not belittling you or anyone else who works as a cashier, I'm just trying to make a point..",Rational Persuasion,Logical Appeal
"When someone gets robbed do you say ""lets educate the thief"" or do you say ""let's advise the homeowner to lock their door."" The idea that women shouldn't take an active role in their own safety is mind-numbing. And no it doesn't make you a rape apologist to suggest they do.",Manipulation,Negative Emotional Appeal
"The future value of $5,000 is different from its present value. Using a discount rate of 0.03 (arbitrary) over the 50 year period, $5,000 is actually worth about $21,919.53 or about $1.20 a day. *which isn't much, but you know",Rational Persuasion,Logical Appeal
You don't think seizing control of a country requires work? And I'm the one confused?,Manipulation,Negative Emotional Appeal
"Modeling (for art and the like) is *very* physically demanding. And you are coming from a position of ignorance, so how can you be so confident if you have no idea?",Manipulation,Negative Emotional Appeal
You really can't perform a cost-benefit analysis of the NSA when both the costs and the benefits are shrouded in secrecy.,Rational Persuasion,Logical Appeal
They have committed a crime and continually disregard our laws and society by remaining here illegally. Why should their reasons for committing the crime grant them amnesty? The man who robs the bank to get money to better provide for his family does not get amnesty.,Rational Persuasion,Logical Appeal
"Passing a budget, and keeping the debt ceiling high enough that we can pay for the things Congress has ordered the executive to pay for, should not be on the negotiating table. This time they were. That's not ok.",Rational Persuasion,Logical Appeal
"Most of that cost is from appeals. It is because of this fact that our justice system is not 100% correct that Capitol punishment should be abolished, not some moral crisis.",Rational Persuasion,Logical Appeal
One advantage that you don't mention is that roll-starting a manual is possible in the event of a battery failure.,Rational Persuasion,Logical Appeal
You don't have the right to give away my rights because you are to scared to live with freedom. *Edit: Words,Manipulation,Negative Emotional Appeal
I don't eat at chick fil a because of their stance on gay marriage. This is no less valid,Rational Persuasion,Personal Disclosure
"You don't have to like their music to recognize they were responsible for a revolution in the music industry. They pioneered recording techniques that have become industry standard from then on, such as close miking, double tracking and using samples. Most notably on their Sgt. Pepper album.",Rational Persuasion,Empirical Evidence
"May depend on the technique and the experience of the surgeon, but nowadays the result is mainly indistinguishable. Have in mind that vaginas from ciswomen also vary in shape and size, and knowing that they blend in perfectly",Rational Persuasion,Logical Appeal
"It's evolution, you see? Our male ancestors from sub-Saharan Africa went out every day to do advanced calculus and computer science, while women stayed home, vacuumed, baked cakes and learned humanities subjects, which have traditionally been the domain of women, like Virgil, Erasmus and Marx.",Rational Persuasion,Empirical Evidence
Yea because we all know how 18-40 years are always thinking about what their life will be like in their 60's,Rational Persuasion,Others
"If you have to add a major caveat to the claim that mustard gas is no worse than conventional weapons, doesn't that imply that, under standard conditions, it is worse?",Rational Persuasion,Persuasive Inquiry
The biggest issue I have is that you have a nonrandom sample of one individual who happens to be you. A single anecdote proves nothing.,Rational Persuasion,Logical Appeal
"And then the child will totally not mind having divorced parents, because they'll be a living, breathing memory.",Manipulation,Negative Emotional Appeal
"Your belief is impossible to disprove, because even if a woman says she wants to wear these you can simply claim she has been brainwashed to say it.",Manipulation,Othering
"Religion isn't used as a reason to start a war, it is used as a tool to compel the masses to participate in one.",Rational Persuasion,Logical Appeal
Ray Lewis killed a guy and now he's on ESPN talking down to Ray Rice for beating his wife. Isn't that pretty solid proof that man on man violence is not looked down upon as heavily?,Rational Persuasion,Persuasive Inquiry
And if you actually report to your employer that you made under minimum they will start looking for reasons to fire you.,Manipulation,Negative Emotional Appeal
"wage slavery doesnt count when its a government job? they are not strictly voluntary they are quite forced on lower classes w/ minimum wage laws forcing them to look for ""hazard pay""",Manipulation,Othering
"If the human body is asphyxiated without Co2, they do not feel put of breath. They just fade away. IMO pure nitrogen asphyxiation is the way to go. Cheap, painless, easy, peaceful.",Manipulation,Negative Emotional Appeal
Not from the entire nation. You are confusing a loud uproar with 100% consensus. Again. You are in Alabama. You think there won't be stores with 'No Muslims' Signs? The state that passed its Sharia Law ban? That's a serious question by the way.,Rational Persuasion,Logical Appeal
"Of course they have a reason to be pissed off, I don't think anyone would dispute that. The questions are whether their reasons are factually correct and whether rioting will affect change or make things worse.",Rational Persuasion,Logical Appeal
"So would you like to: 1) retract your statement that Obama called them terrorists 2) support the argument that Obama can be considered personally responsible for everything all of his staffers say, or 3) support the argument that the term ""hostage-taking"" is equivalent to the term ""terrorism?""",Rational Persuasion,Persuasive Inquiry
"When the choice is between being homeless and X, that's not a choice in any meaningful sense.",Manipulation,Othering
"He watches too much TV, he thinks you can just touch the guy and he goes down and stays still for handcuff, then he wont be any trouble while you walk him to the car.",Rational Persuasion,Logical Appeal
"If somebody loses interest that easily, they clearly didnt care that much to begin with.",Manipulation,Negative Emotional Appeal
"Well no, not that I can see. We learn *logic* - that's how we can answer questions we have never heard before. If we were only ever repeating back strings then I could not answer a question (mathematical or not) unless I have been specifically told that answer before.",Rational Persuasion,Logical Appeal
This idea is completely based on laziness and indifference to your surroundings,Rational Persuasion,Logical Appeal
Being alive does not have intrinsic value. Being alive with a good *quality* of life has value.,Rational Persuasion,Logical Appeal
"TBP promotes the hate of red-pillers, and if anyone takes issue with them, they claim it's a ''joke'' ... there's a lot of genuine hate hiding behind that ''joke''",Rational Persuasion,Logical Appeal
"Well this definitely favors ""femininity"" at the expense of ""masculinity"". So it would be more accurate to say that Custody is the problem of matriarchy, and we must tear down matriarchy to achieve equality in custody. That is, if we're using the feminist redefinition of terms.",Rational Persuasion,Logical Appeal
"A weapon which can fire bullets. You can build one, too. It's ridiculously simple.",Manipulation,Negative Emotional Appeal
This almost sounds like slavery. Forcing someone to remain alive against their will to pay more taxes to help out everyone else?,Rational Persuasion,Logical Appeal
"Why not? Knowledge of what is moral must be conveyed somehow. The very fact that you (apparently) disbelieve religious works is proof that the strategy works. What is moral is known, but you can choose not to follow it out of disbelief.",Rational Persuasion,Logical Appeal
"Oh I'm getting real tired of this debate(also my karma is suffering alot), I'm just pointing out absurdities to move on Your position isn't even that bad, nothing erases history; but its not yours, you didn't live through it.",Manipulation,Negative Emotional Appeal
Are you sure that fear of change isn't a symptom of your anxiety and depression?,Rational Persuasion,Persuasive Inquiry
"Neither a tattoo of a zombie nor a fairy reduces their ""smaller frames, curves, or softer skin"" that you say women generally possess. Tattoos don't reduce a woman's cup size, or the degree of their skin softness and therefore does not take away from their femininity.",Rational Persuasion,Logical Appeal
Yes I get it that you are bored and frustrated (so are acting immature). So are a lot of non-gifted children and many adults. Being bored and acting immature is a trivial problem compared to the problems facing special needs children and our allocation of resources should reflect this.,Manipulation,Negative Emotional Appeal
"Did you look at the studies? The problem IS institutionalized prejudice, not a minority of raving bigots, but unintentional racism.",Manipulation,Negative Emotional Appeal
"The reason that public universities are cheaper (from a student's perspective) is because they're subsidized with tax payer money. I go to university of wisconsin and if it didn't get state funding, it would just as expensive as Harvard, no doubt about it.",Rational Persuasion,Personal Disclosure
"I said this in my other comment, but I'll repeat it here. You cannot form generalizations based on outliers. Your conclusions are guaranteed to be skewed, due to the nature of outliers.",Rational Persuasion,Logical Appeal
"It looks to me like you've made so many exceptions to your main view that you aren't looking to have your view changed. I'd like to talk about the title of your post, but if you have to make so many exceptions to your view, then it seems you already know it's incorrect.",Rational Persuasion,Logical Appeal
"I really doubt anybody would complain about someone mocking a French accent, or a German one. I call white guilt on the whole situation.",Manipulation,Othering
"Do you really think you'll go ""bankrupt"" or are you against this just because of the principal? It sounds to me like your real issue is paying someone for not working, not risk or business practices or losing money.",Rational Persuasion,Logical Appeal
"Legalising steroids for the general public does not imply legalising them in competition, which I think most would agree is a bad idea. Sports governing bodies have their own rules.",Rational Persuasion,Logical Appeal
"Because one is a crime, and one would be a state sanctioned killing with no trial or recourse.",Rational Persuasion,Others
"So it'd be cool for Germans who are particularly proud of the super industrial, incredibly powerful and prosperous machine that Nazi Germany was to fly a Swastika?",Manipulation,Others
"That's cool and all, but as a Caucasian immigrant, why am I getting the short end of the stick compared to a Jamaican immigrant in terms of government breaks, free education, 'affirmative action', etc.? 'Affirmative action' is a clear example of institutional racism - by definition.",Manipulation,Othering
"Life isn't fair. It's not a pleasant truth, but it's the truth nonetheless. And your efforts to make everything fair are flawed. You just want to make the lucky the unlucky and the unlucky the lucky. It's still unfair.",Manipulation,Negative Emotional Appeal
You think that the ivy educated daddy funded members of the workforce don't have better social skill set than you?,Manipulation,Negative Emotional Appeal
"Because thats special pleading. If your argument is that things that are complex cant come about of their own accord, than neither can your explanation for complex things existing.",Rational Persuasion,Logical Appeal
There really are more reasons to work with the US than against the US and by that reasoning alone China will be at most #2 for a while.,Rational Persuasion,Logical Appeal
"Did political parties ever have shame? Their job is to win, not to be decent human beings. I think it's the massive media exposure that makes what they've always been doing obvious today rather than any actual degradation.",Rational Persuasion,Logical Appeal
"The benefit would be miniscule in all of those areas, and trumped by earlier negatives. You're still less likely to go to college and more likely to be unemployed - the rate is more than double. You're more likely to have all of the things you mentioned if you're white - except for maybe sports.",Manipulation,Othering
"This rings hollow. The government has no problem taxing news papers, which are inarguably a more important tool of freedom of speech than churches.",Rational Persuasion,Logical Appeal
"Because you cannot prove anything about God, God can literally be anything. You cannot prove he isn't responsible for every human achievement, or that rejecting him doesn't cause eternal pain and torment upon death.",Rational Persuasion,Logical Appeal
so let me get this straight you want planes to do something for free which they could be getting paid for just for your convenience?,Rational Persuasion,Persuasive Inquiry
"Do you think that young children or mentally challenged individuals deserve the same *moral* responsibility if they've never been taught otherwise? Nothing makes torturing puppy *okay*, but when it comes to assigning moral judgment, intent absolutely matters.",Rational Persuasion,Logical Appeal
"Ah yes, I often find insulting their intelligence to be a good way of getting through to teenagers...",Manipulation,Othering
I'm sure all those bullet-proof BLM employees were upset with the PR. Department at that decision!,Manipulation,Negative Emotional Appeal
I think you're only confirming that parents behave irrationally when it comes to their children.,Rational Persuasion,Logical Appeal
"You feel that a 3,000 year old religion practiced by a portion of humanity is more of an indicator of our 'natural' diet than the 2.5 million year history of the homo genus? Even anatomically modern humans have been around far far longer than any religion and their respective dietary habits...",Rational Persuasion,Empirical Evidence
"Also, Israel has actually given up plenty of land, but the Arab states actually have explicitly stated that they will not give up until Israel is destroyed.",Manipulation,Othering
"It's very unlikely you will get very good at something you don't really like. What do you think is better? An expert on physics, or an average engineer?",Rational Persuasion,Persuasive Inquiry
"It's necessary to take off work to raise an infant, so society has adjusted for this. Why does everything have to be about fairness? Reproduction is central to the existence of humanity; employees desiring similar time off for their ""own pursuits"" is not.",Rational Persuasion,Logical Appeal
Wouldn't it be better to tell them that nobody is special and that we all have strengths and weaknesses?,Rational Persuasion,Persuasive Inquiry
"I don't know. If, culturally, boxing has fallen out of favor, replaced by MMA, then, more likely than not, the next great will emerge not as a boxer but as an MMA fighter.",Rational Persuasion,Logical Appeal
