text,first_label,second_label
"Your viewpoint is so convoluted and unclearly expressed that it's difficult to even tell what it is, much less if there's anything wrong with it.",Manipulation,Negative Emotional Appeal
"Nobody has a right to talk freely on the biased hateful unthought through thoughts in their head without criticism. If you want to talk about race without being labeled as a racist then don't say racist things. Not all thoughts you have at worthy of sharing. Read, listen and learn before speaking.",Manipulation,Negative Emotional Appeal
"Aren't you, again, swept up? Reading through your posting I have the feeling, that you're experiencing something like a ""straw fire""",Manipulation,Negative Emotional Appeal
There are jobs much easier than modeling. Temp jobs for data centers. You do mindless work that a 5 year old could do and your diet and physique aren't regulated.,Manipulation,Othering
Your being unwilling to talk about the purpose and usefulness of those emotions is technically in violation of this subs rules. Which is why the other poster responded with not being willing to bother further.,Manipulation,Social Conformity
Then how is her point any less sillier? She picks scenes from games where you kill women and uses the same argument.,Manipulation,Negative Emotional Appeal
"Making fresh tortillas is not hard at all, it's just laziness and ease of buying premade ones Source: Am Mexican",Manipulation,Negative Emotional Appeal
"Why do you think that just because the story contains characters who are immoral that the story is telling us to be like them? It could very well be saying, ""your parents give so much for you, don't be like this horrible kid"" in which case it would have great morals.",Manipulation,Negative Emotional Appeal
"I doubt you're such an amazing ""catch"" that you just turn down girls willy-nilly. So how else do you go about displaying your ""preferences?""",Manipulation,Negative Emotional Appeal
"A flaw, sure, but the biggest? I'd argue that an addictive personality is probably a bigger flaw, for instance. The potential life-ruining that comes from addiction far exceeds the damage that comes from acting overly on emotion.",Manipulation,Negative Emotional Appeal
"To me it just shows an incredible bias against women. Internet commenters demand detailed proof signed in triplicate when a woman has a complaint against a man, but an ex makes a complaint against a woman and they eat it up no questions asked. Internet hate machine at your service. Men only.",Manipulation,Othering
"I'm sorry, but if you can't think of any downsides, the most plausible explanation is for lack of trying.",Manipulation,Negative Emotional Appeal
"If you can't trust future you to make a decision in your own interest, that's just very, very sad.",Manipulation,Negative Emotional Appeal
"Maybe, I slaved away for my abundance of pizza, and maybe you got your half slice for doing nothing. I still watch you tremble in hunger and rub pizza after pizza over my bloated body (stomach filled to capacity long ago) , laughing, as you salivate, because I can. Is that wrong?",Manipulation,Negative Emotional Appeal
Better to be divided from your family than stuck with them in North Korea.,Manipulation,Othering
"""We have reports that you're quite charitable. You sure you didn't give away your stuff for free, regret it, and cry theft?""",Manipulation,Negative Emotional Appeal
Isn't this like a kind of child neglect? Why not just get a restraining order on any child that isn't perfect enough for you?,Manipulation,Negative Emotional Appeal
"The one big factor that allows them to pull this off is that they don't have any children. Risking their own reputations as adults is an easier ask than doing it when a child would get saddled with that fallout as well- should it come. Btw, loved the line about Meechum in 1)",Manipulation,Negative Emotional Appeal
You wouldn't care about the possibility of STDs/AIDS? I'd say right there that you couldn't be the best type of person if you are indifferent/uncaring to a growing epidemic. Unless you'd care to argue that it is somehow a benefit to us as a species.,Manipulation,Negative Emotional Appeal
See how many shifts you get if you ask the boss to cover your losses. I can promise you it won't be many.,Manipulation,Negative Emotional Appeal
Apples are the master race compared with passion fruit. Passion fruit is the Down syndrome blind midget of fruits.,Manipulation,Negative Emotional Appeal
Because 90% of the unique humans created during in vitro are intentionally killed.,Manipulation,Negative Emotional Appeal
You have a hard time seeing it... but you're an American. They've actually seen it happen before. I'm willing to cut them some slack on that one under the actual circumstances.,Manipulation,Othering
If your dinner parties are that finicky about the food you serve then you need new friends.,Manipulation,Negative Emotional Appeal
"Seriously. He talks about minimizing risk everywhere, but is doing everything he can to put his company at huge risk for a lawsuit.",Manipulation,Negative Emotional Appeal
"Duh, how else will they get them back in the kitchen //s Seriously, men are not allowed in almost all women's shelters (assuming you found the only one), period. For what should be painfully obvious reasons.",Manipulation,Othering
"Taking a look at your argument against global warming, you say 7% isn't a large enough portion of emissions to be a concern. Couldn't that actually translate to a 7% quicker time line for earth inhabitability? If I was going to shave 7% off your life wouldn't that be morally wrong?",Manipulation,Negative Emotional Appeal
"""It seems to me that denying the child years of fun in order to prevent them getting upset for an hour or two isn't the most moral thing to do."" Implying that raising a child without lying to it about Santa doesn't have ""years of fun"".",Manipulation,Negative Emotional Appeal
"Sometimes the best way to lie is to tell only half the truth. I can imply I'm broke by showing you I have no money in my wallet, while withholding the fact I have 3 grand in my front pocket.",Manipulation,Negative Emotional Appeal
The sign says revealing clothing distracts from the learning environment. Insinuating that what a woman wears to class affects how well men pay attention in class.,Manipulation,Othering
"""Another reason to hate athletes"" And every club, jazz band, choir, theater troupe, Math team that meets after school",Manipulation,Negative Emotional Appeal
"If it's about pleasure, why don't we just give them alcohol? Or if, as you say, it's about choice then why not just give cash?",Manipulation,Negative Emotional Appeal
"No... if Tebow had been Muslim, you would have had a hell of a lot more hate spamming him and his team, not *just a few players* mocking him. Praising Allah after every successful play may even have been a reason to not have him join the NFL due to ""team fit"" or media reasons.",Manipulation,Othering
"This. This. This. skills define labor price. You wouldn't trade a Ferrari for an apple, and you wouldn't trade 5k a year for someone flipping burgers.",Manipulation,Othering
I don't like seeing male nipples but I have no objection to seeing female ones. I'm sure there are others like me. Why don't we reverse the law?,Manipulation,Othering
You're welcome. It's completely understandable why you would believe what you did- that is exactly what their marketing division is trying to get you to believe.,Manipulation,Negative Emotional Appeal
"It's not really a right to not hear about me fapping, it's more of a privilege. A privilege I'm about to revoke!",Manipulation,Negative Emotional Appeal
"Sure, I'll never trust anyone again. I'll tell everyone I know that has been assaulted too, given that with most of them, the perpetrators were someone they knew. That sound healthy to you?",Manipulation,Negative Emotional Appeal
"I would be scared to death about pregnancy. If a woman wants to have the child, you have almost no say and are 100% responsible for the next 18 years.",Manipulation,Negative Emotional Appeal
"I think whites are infinitely more valuable than blacks. Blacks, asians, native Americans, I see them all under the same lens. Expendable if it benefits whites. Why do I believe whites are more valuable? Because they are the same race as I am.",Manipulation,Othering
"That article was about obesity. If that is the best proof of ""laziness"" you can find, your argument seems tenuous.",Manipulation,Negative Emotional Appeal
"can I just say that all of your sources aren't even sources at all. obscure blogs and facebook pages aren't ""sources"". if you really want to change your view, go to a foster home or orphanage and ask the kids, ""*would you rather be dead right now*"" and i think you know what the response will be.",Manipulation,Negative Emotional Appeal
That doesn't really seem like an argument against the logic of my analogy so much as a glib attempt to dodge responding to it entirely.,Manipulation,Negative Emotional Appeal
"Memorizing poems trains memory (or at least teaches memorization techniques). You just picked on the word ""fully"", don't overextend the meaning.",Manipulation,Negative Emotional Appeal
"because trying hard is nonsense, the world does not work by how much effort you put into it. and homelessness does not mean jobless",Manipulation,Negative Emotional Appeal
I think the fact that Cash Money Records is the best example you could find for your argument is a tremendous example of why your argument is bad.,Manipulation,Negative Emotional Appeal
"That just gets them to hide it and most autism treatments currently use the same idea (they don't officially use pain as a motivator anymore). The actual method is literal genocide, wipe out the ""offending"" genotype and you won't see the phenotype again.",Manipulation,Negative Emotional Appeal
"Wait, you said you didn't search a few minutes after I gave you a link to thousands of comments and you say nothing convinced you? Sorry, I just find that hard to believe you looked at those posts.",Manipulation,Negative Emotional Appeal
"You are going to have a hard time finding anyone that is receiving so much child support and has such low basic expenditures that they can't show that ""food, housing, education supplies, toys, and other general child related expenses"" didn't account for the entire amount.",Manipulation,Social Conformity
"I'm not religious, but this is the exact argument I make against abortion. I think that when it comes to something as final as ending lives, we'd better be damn sure it's not a person first.",Manipulation,Negative Emotional Appeal
"21 is well within the part of your life where you will say, think, and do things that you'll cringe years later and think, ""how could I had possibly been that retarded?"" Making any permanent decision at that age is a huge gamble as far as whether or not you'll wind up regretting it or not.",Manipulation,Negative Emotional Appeal
"The difference is that the fetus is dependent on THAT specific person, the pregnant woman. She can't transfer the responsibility to anyone else like she can after it's born. The right to bodily autonomy comes before the fetus.",Manipulation,Social Conformity
"Are you willing to lose your significant other over it? If so, you're *not* in a committed relationship.",Manipulation,Negative Emotional Appeal
"Tl;dr of ""Feminist Theory"" of patriarchal societies: 'Patriarchy exists because it's not really a patriarchy, but I like calling it that so that we can still blame men'",Manipulation,Othering
"Brah, hit the gym more and the triangular bed will start to make sense.",Manipulation,Negative Emotional Appeal
"Don't you realize that working twice as hard in a harder environment will not be enough to rise again? The lower you get, the more *expensive* and hard things get. The game is rigged for the lowest players.",Manipulation,Negative Emotional Appeal
Older data compared to newer data. And the Uganda study was for a specific rural area. But still not enough to change your racist views I'm assuming.,Manipulation,Negative Emotional Appeal
I don't see how it has anything to do with your point? I thought you were supposed to be a brilliant armchair intellectual; shouldn't you be better at explaining your reasoning than this?,Manipulation,Negative Emotional Appeal
"And when someone refuses they are denied all hospital, schooling, police, fire, road use, and utilities.",Manipulation,Negative Emotional Appeal
"Yes. It is literally going up to them and saying, well you think your life is hard but LOOK HOW EASY YOU HAVE IT.",Manipulation,Negative Emotional Appeal
"The same reason Paris Hilton has money. Because their parents did. It has nothing to do with god. Or how the Kennedys are everywhere in politics, or the Bushes. It's because power begets power.",Manipulation,Negative Emotional Appeal
"You mean, besides decades of interventionism in the Middle East? I suppose if you discount *everything*, there's nothing left. Do you really fail to understand that when you bring war to a country, they will hate you, not view you as righteous? Are you truly that simple?",Manipulation,Negative Emotional Appeal
And when they start making new Skype accounts to call? Or set up Google voice numbers to do so? If they're persistent it can be a whole lot of trouble.,Manipulation,Negative Emotional Appeal
"So you saw a few movies and now you are demonizing, not even a genre, but the entire cenematic catalog of three *entire countries*? That's seems not only melodramatic, but incredibly hard to prove. Have you seen every single movie that these countries have produced?",Manipulation,Negative Emotional Appeal
"I don't agree with you, why should a disabled person get to ruin the experience of everyone else?",Manipulation,Othering
It honestly sounds like you have a circle of excuses to avoid a larger issue that you're having,Manipulation,Negative Emotional Appeal
"Check his post history, he's got some serious male guilt and parental approval problems for someone his age.",Manipulation,Social Conformity
Maybe it would be better if there were no PACs and we just voted for candidates on what they themselves say. It may motivate them to say something they really mean once they run out of fluff. Your view is an example of why PACs suck to start with. Elections shouldn't go to the biggest spender.,Manipulation,Negative Emotional Appeal
"I have seen feminism claim that acceptance of gay men is because of them, not the hard fought gay rights movement. I have officially heard everything.",Manipulation,Othering
"I read the stance of your female friends as "" I am demonstrating my worth by not pursuing. If a man wants me, they must demonstrate I am worth it by pursuing me."" It's a simple way to reinforce the belief of value.",Manipulation,Othering
"Yes, of course you have a right to be safe at all times. Sadly, criminals do not care about your rights. Maybe I'm missing your point.",Manipulation,Othering
"But you choose to ignore it. You're actively making a choice there to decide that their protests aren't worthy of attention. If that choice lead to you accidentally being involved in someone's death, would you not be expected to assume responsibility for that decision?",Manipulation,Negative Emotional Appeal
"So when your neighbor Sheila decides that your marriage to [person from category X] harms her children by exposing them to deviancy, you find it acceptable for her to involve herself in your marriage, yes?",Manipulation,Negative Emotional Appeal
Murder being a serious crime predates Christianity and is a value wholly separable from religion. To say that anybody is against murder because of Christianity is absurd.,Manipulation,Negative Emotional Appeal
You're kidding right? Do you think every attractive woman is like Julia Roberts in Pretty Woman? Have you ever traveled to an impoverished country? There are attractive women there whose lives are absolutely nothing like 'the rich' or 'the 1%'.,Manipulation,Negative Emotional Appeal
"If you're giving a potential human being moral weight, then not only is abortion murder, but so is every minute that I spend not trying to impregnate a woman.",Manipulation,Negative Emotional Appeal
"As a gay man, doesn't having straight men in gay bar frustrate you? That would be like going to a buffet but you can only eat at 80% of the food stations and you don't know which ones.",Manipulation,Othering
I don't believe you. Or you haven't thought through your position very well.,Manipulation,Negative Emotional Appeal
Had you quit after the first sentence this would have been a perfectly reasonable response. The rest of your comment is totally uncalled for and childish.,Manipulation,Negative Emotional Appeal
"You are comparing the cartoonists to those trying to kill them. You are asking 'How are they different?' If you really weren't condoning the killings, you wouldn't need to ask that question.",Manipulation,Negative Emotional Appeal
"Almost every women looking at those comments would be offended. Trust me. I'm not ""feeling"" this, I know this based on previous expierences. You'd probably be the only one who would look at those comments and NOT think something negative about the writer.",Manipulation,Social Conformity
"Absolutely untrue, American parents will blame a teacher before the student if the child doesn't do well.",Manipulation,Othering
"Jesus. You seem really uninformed about how biology works, which makes your assumptions on obesity make more sense to me.",Manipulation,Negative Emotional Appeal
But couldn't you save more lives by dying? Unless you've got a superhuman liver that grows back every month or something...,Manipulation,Negative Emotional Appeal
"We may only be here 80 years or so, but why not be happy while we are here?",Manipulation,Scarcity
All the money you saved in taxes (if you are lucky enough to be in an income bracket effected by tax cuts) is going to be wiped out once you break a tie rod end from hitting a pot hole because the governor looted the DOT budget to pay for another tax cut for the wealthy.,Manipulation,Othering
More than any communist country has ever allowed. You can even advocate violent revolution as an ideal with no penalties in the USA. You'd get your entire family killed for that sort of talk in many communist countries.,Manipulation,Negative Emotional Appeal
"Ticket master is a scapegoat for venues. They pretend to charge a bunch of fees and inflate the price, so the venues look better. They don't just sell tickets, they offer a service of playing the bad guy.",Manipulation,Negative Emotional Appeal
"You never thought to have uh... idk... talk to her? Jesus. Obviously your relationship wasn't that strong, no offense.",Manipulation,Negative Emotional Appeal
You're not confident? Let me clear up any guess work. She would get beat to a bloody pulp by any bantam weight male fighter with professional mma experience.,Manipulation,Negative Emotional Appeal
"That's true of all large groups. All democrats are communists, all Muslims are terrorists, etc. The onus is not on the group to rebrand, but on you to recognize your prejudices and to take that into account when dealing with things you don't like or understand. Tolerance and diversity ftw.",Manipulation,Othering
"Go ahead and invest in Russia then. Change those US Dollars, Euros and Zloty into Russian Rubles. Put your money where your mouth is. Of course, that all assume you're not actually a Russian, which is what I am thinking.",Manipulation,Othering
"Of course, it's no coincidence that your standard for who stays and who goes puts you on the right side of that equation. If you want to play the Social Darwinism game, then please feel free to submit your résumé right here and let *someone else* decide if you make the cut.",Manipulation,Negative Emotional Appeal
"I don't see why you question it so much, have you ever been hit by an 150 pount object travelling at 40km/hr?",Manipulation,Negative Emotional Appeal
EBT is usually a temporary situation designed to help get you back on your feet. Selling your car for a temporary setback seems short sighted.,Manipulation,Negative Emotional Appeal
"It's not math majors saying things about math, it's STEM MASTER RACE saying that all other studies are worthless and if you're not an engineer you may as well be euthanized before you hurt yourself.",Manipulation,Negative Emotional Appeal
What if I think the mother cheated on me and now I could be paying another man's child support payments? If I am right then all the mother has to do is say no and then I'm having to pay her money for the next 18 years.,Manipulation,Scarcity
"How about Germany and Japan? Haha, what miserable failures of nations our military presence has rendered them! /s",Manipulation,Othering
"Maybe if you had a boyfriend, he'd want you to advance your career too. You don't know because (AFAICT) you're straight.",Manipulation,Negative Emotional Appeal
"If things would be better without privacy, why are you posting under an assumed name rather than your legal name?",Manipulation,Negative Emotional Appeal
"Yes, that certainly makes all my points invalid. Were you taught logic by an average teacher as well?",Manipulation,Negative Emotional Appeal
"You're complaining because you make five times the salary of a minimum wage worker, and *you want their wages to stay lower so you can still buy as much*.",Manipulation,Negative Emotional Appeal
"So you seem to not have an issue with *causing* pain, merely in *perceiving* the pain being suffered? Sounds pretty childish to me...",Manipulation,Negative Emotional Appeal
"Why is it that in every instance where your assertions about, what you call, 'republican' states ends up being wrong, you make up an excuse why it doesn't count?",Manipulation,Negative Emotional Appeal
"You need to spend some time with a baby. Not shaking them to death or throwing them through the window may be the hardest thing you've ever done. I understand your point if you're talking about older kids, but you are way out of touch when it comes to taking care of babies.",Manipulation,Negative Emotional Appeal
"You have textbook narcissism. There's not much else to say, because I am not a professional psychologist or anything. Don't worry, your condition is not serious. Everyone wants to be admired at some point. But seriously, talk to someone. It'll help.",Manipulation,Negative Emotional Appeal
"The solution is not to enforce it, but to reward poor women for not getting pregnant. For example, 10 grand to get a procedure done that makes you unable to have a child for 3 years.",Manipulation,Othering
"Daily mail? YouTube? Yep, spermjacking happens literally all the time according to your pro sources.",Manipulation,Negative Emotional Appeal
They regret trying to kill themselves but if their temporary problems are still around afterwards they try again. It's not all that surprising,Manipulation,Othering
"A pool where 80% are unqualified and the best 1% are only slightly above average when compared to males. I can't think of an easier way to make ""the first-cut"" in a time of a draft.",Manipulation,Othering
"In a matter of a very short time, or so it will seem, you will be 93. You will change your own view by then.",Manipulation,Negative Emotional Appeal
"So do you just point at everything you don't like and yell ""WHITE GUILT!!!"" or do you have some kind of coherent argument for that connection?",Manipulation,Negative Emotional Appeal
"I'm 26 and I was feeling the same. Go bone a bunch of hot chicks, go out to the bar, have fun. We're all gonna be dead in a hundred years anyways. Go have fun while you're here.",Manipulation,Scarcity
"|there is no such thing as 'good' and 'bad' food. Are you serious? There absolutely are 'good' foods and 'bad' foods. Yes, you can eat 'bad' food and control your portions without gaining a ton of weight, but to say there is ""no such thing"" is asinine.",Manipulation,Negative Emotional Appeal
"That anger is occurring because you're placing your friends life in front of those they are sacrificing to help. Imagine instead that your friend has ebola, and that no doctors will go near them. How would you feel about the sacrifice in that situation?",Manipulation,Negative Emotional Appeal
Oh honey. You will look back on this post in 5 years and just cringe. You sound like such a brat it's amazing.,Manipulation,Negative Emotional Appeal
"Do you eat vegetables? Dung has been used as fertilizer for centuries. Would you rather eat something that grows on the dead, or that grows on excrement? Because you're already doing the latter; might as well give the former a shot.",Manipulation,Negative Emotional Appeal
"Or don't date/ask out anyone with a connection to your workplace. You will only be labeled a creeper of you keep persist once the girl said no. Reguardless of what r9k tells you, you aren't automatically labeled a creep just because of social awkwardness.",Manipulation,Negative Emotional Appeal
"Are you here to participate in a discussion, or just shrug and say *""it's my personal preference?""*",Manipulation,Negative Emotional Appeal
"Similarly, handicapped children will be subject to teasing, hazing, and prejudice by their peers, thus hindering their social growth. Thus, mandatory screening of fetuses and forced abortions if disabilities are detected.",Manipulation,Othering
"Did you notice that your second link rants against ""feminazis""? not exactly the poster child for the demographic we're talking about here. Have you investigated your sources the tiniest little bit? I get a sense you're quote mining for any scrap that seems to support your preconception.",Manipulation,Negative Emotional Appeal
"Sorry, I didn't personally climb to the apex of the food chain to eat bacteria from a vat. I did it so I could pay corporate farms to raise and kill my genetically-modified, hormone-ridden meat for me. I'm a *hunter-gatherer*.",Manipulation,Negative Emotional Appeal
"So basically, you'd like to live in a society that will be easily conquered by an organized state and be forced to subdue. Got it.",Manipulation,Negative Emotional Appeal
The problem here is that you're choosing your own personal pleasure knowing that in doing so you're hurting someone. You make yourself an accomplice to the betrayal.,Manipulation,Negative Emotional Appeal
"You're the kind of manager everybody hates. If that kind of ridiculous behavior exists in the workplace, it affects productivity. If productivity is affected, profits fall. If profits fall, you're the first person in line to take the blame. Frankly, rightly so.",Manipulation,Negative Emotional Appeal
"For someone who seems so unconcerned about appearance, you sure do harp on it a bunch. Most girls who do tons of makeup in the morning are just running through their routine, not thinking about defining themselves and the perception of their look. They just like their face to look nice",Manipulation,Social Conformity
"The first one, about the money needed to date a girl. Trust me: it's far, far worse in Asia.",Manipulation,Othering
"That it's legal obviously makes it *worse* (much worse!). It's like a scifi conspiracy theory that became reality, while we've been turning a blind eye...",Manipulation,Negative Emotional Appeal
Because almost no one is pirating just to try it and then go and buy it.,Manipulation,Social Conformity
"Why? You chose to be in that relationship with that person. If that person isn't a blowjob machine, why would it be reasonable for you to impose that on the person?",Manipulation,Negative Emotional Appeal
"It's not equivalent. Taking and sending nude pictures of yourself isn't a requirement for life. Going outside is, unless you want to be wholly unreasonable",Manipulation,Negative Emotional Appeal
That's an argument for treason. I'm not sure that puts Snowden in the best light.,Manipulation,Negative Emotional Appeal
It's not a mindless debate. It's a simple fact. The US antagonized until someone hit back. How is that even a question?,Manipulation,Negative Emotional Appeal
"You're wrong. Especially after drinking, smoking one cigarette can feel incredible.",Manipulation,Negative Emotional Appeal
You correct ESL strangers on their language use without being asked first? Do you have any idea how rude that can be?,Manipulation,Negative Emotional Appeal
"It's close enough that betting on it wins 9998 times out of 10000. If you want to back the 2 of 10000, go for it.",Manipulation,Scarcity
"""But if you aren't attractive to the audience that your aiming for, then it's your fault."" I have had black women find me attractive and i didn't show interest back , because they are black and it's not attractive for me. Looked like Beyonce too. What can she do about it?",Manipulation,Othering
You have no real business concept. A social experiment isn't a business concept.,Manipulation,Negative Emotional Appeal
"Then all government information is no longer private. Your boss and your family and your friends can check every interaction you've ever had with the government, including the content of every vote you have ever made.",Manipulation,Negative Emotional Appeal
You're driving 10km over the speed limit on a 70km/hr road. There's a school zone. You don't notice it right away because it's 2:31pm and you didn't realize school zone started. Police catches you. Bam you should lose your license and ability to go to work from that according to you.,Manipulation,Negative Emotional Appeal
"You would change your mind in an instant if you found out your significant other, best friend, sibling, parent or anyone you love dearly told you they were going to jump off a bridge at 6:00 tonight.",Manipulation,Negative Emotional Appeal
"Do you know *why* you should pray five times a day? Have you ever seriously thought about why that would be? If you try to answer that, you may realise that you are trying to justify nothing more than an arbitrary rule which was invented by a man a long time ago",Manipulation,Negative Emotional Appeal
"You ignore cited, logical arguments in favor of vague assertions and insults. Atheism.com may not be an authority, but it is a useful starting point for discussion. Based on your responses throughout the thread I don't see any interest on your part in dialogue. Good day.",Manipulation,Negative Emotional Appeal
Its a handout to the medical industry. The government does not pay your expenses out of taxes. They just passed a law that mandated that you have to pay for insurance out of your pocket.,Manipulation,Scarcity
Would you pay to enjoy his comedy knowing what you know right now? Knowing the money earned would go into his pockets?,Manipulation,Scarcity
You will do things for gratification now rather than suffering for a big gratification many many years later.,Manipulation,Scarcity
"Hate to break this to you, but you can't count on the police to protect your house. Even the police say so.",Manipulation,Negative Emotional Appeal
The question still applies. Don't dodge it like you've dodged everything else in this thread.,Manipulation,Negative Emotional Appeal
If your family is capable of telling that there are 4 fewer slices of potato in this casserole than the last time you made it you need to get them tested for OCD or take them to fares to win the bean counting prizes. The differences are just so minute as to not matter in any practical sense.,Manipulation,Negative Emotional Appeal
"as i am legally obligated, under penalty of jail, to pay for my daughter who is kept from me against my will, i'm effectively in servitude, also contrary to the idea of freedom of choice concerning my body.",Manipulation,Negative Emotional Appeal
"Come on now, just admit you're wrong. You tried to claim we would squash any competition. The truth is in other places they were playing soccer before we were even a country. Plus juicing our guys does no good in soccer.",Manipulation,Negative Emotional Appeal
"With how incompetent the current administrative staff is at the job they've been doing for years and years, imagine how much more incompetent they would be of they had to train a 100% new work staff of part timers every 4 years.",Manipulation,Othering
It's unethical in a selfish sense in that it's probably only going to hurt you. They lose a couple bucks and you become a guy who sues his landlords. Not exactly a good label if you plan on renting again.,Manipulation,Negative Emotional Appeal
"They committed their child to this life. They rolled the dice on intolerable suffering when they didn't have to. The only debt is theirs, and they can never pay it all off.",Manipulation,Negative Emotional Appeal
"How about this: I'm a man and I don't like to wait to take a piss. All we need is to unzip, go, zip, wash, done. If we have to start sharing single use stalls, I'll have to stand behind a long line of women who take 8 minutes each.",Manipulation,Scarcity
The company has no obligation whatsoever to keep you on the payroll period.,Manipulation,Negative Emotional Appeal
"First off he didn't say insignificant, he said small. That was dishonest. Secondly where did you pull that 10% out of? Sounds absurd.",Manipulation,Negative Emotional Appeal
"What you're saying is "" I approve of promiscuous males, and I disapprove of promiscuous females. """,Manipulation,Othering
You're intentionally ignoring the complexities of the issues and the way government works to make issues fit into generational divides,Manipulation,Negative Emotional Appeal
"Asperger's? Whatever he has, it goes beyond being a nerd. He has behaviour issues that I'm sure would be diagnosed by a psychologist somewhere.",Manipulation,Negative Emotional Appeal
"Which is illegal, and your build is not faster than a ps4, it's going to struggle to do 40 fps on medium settings then need to be upgraded/rebuilt in 2 generations of games.",Manipulation,Negative Emotional Appeal
And the solution should be to force a victim to interact with their attacker for at least 18 years?,Manipulation,Negative Emotional Appeal
There's a long list of dangers you sign up for when you decide to drink. Most of them fatal.,Manipulation,Negative Emotional Appeal
"Really? You do absolutely nothing illegal? Including all of the very obscure laws which are still on the books in many states? Congrats on knowing and following every federal law, and all of the ones imposed by your state, faithful citizen. /sarcasm/",Manipulation,Negative Emotional Appeal
"I'm pretty sure that an average person who is also rich would have it far, far better than a poor but pretty woman. It wouldn't even be a close race.",Manipulation,Othering
"No, I would not agree. If that 2 year old is going to become a burden to the rest of society, then elimination of that 2 year old would lead to a net utility gain.",Manipulation,Negative Emotional Appeal
"Probably because many feminists also decry the very *existence* of an analogous men's rights movement, claiming they help everyone so it's unnecessary.",Manipulation,Othering
"I don't disagree with the facts, but the way you overinflated the content in a most deceptive manner, made me resent you more than Pao.",Manipulation,Negative Emotional Appeal
something tells me you have a very skewed outlook on these things; i'm guessing your parents didn't exactly have a great marriage. doesn't preclude others from having one though.,Manipulation,Negative Emotional Appeal
"Hang around near places where the spikes have been installed and invite the would-be inhabitants of the spiked areas home with you, in that case.",Manipulation,Othering
No the government doesn't have a moral mandate. In fact prisoners can't vote so they mean literally nothing to those in the government whose jobs are not secure.,Manipulation,Othering
"What illegal immigrants do is drive down wages. Legal immigrants do that too. We already have more workers than work, and even if these workers come with families, I'm sure that dynamic still stands.",Manipulation,Othering
"Don't you find it ironic that you're defending a sub that is dedicated to discrediting, mocking, and stereotyping the men's rights movement when those exact things are you criticisms of e men's rights movement?",Manipulation,Negative Emotional Appeal
That you disagree is irrelevant. The imperative is there. I don't see how you can reconcile that with your view so easily.,Manipulation,Negative Emotional Appeal
Join the air force. You'll only have to worry about the A\C breaking in the billiards lounge.,Manipulation,Othering
Probably because you're not taking blame for the incest and abuse. You're clearly casting blame here!,Manipulation,Negative Emotional Appeal
"Books? Like words on a page? This is as ridiculous as saying speech will be an outdated method of communication because e-mailing is better. Yeah there are pros and cons of both, books aren't and won't be outdated.",Manipulation,Negative Emotional Appeal
"I find person of color terribly annoying and patronizing. Black is probably the best term imo. It's simple, it contrasts with white, it doesn't hyphenate so it doesn't negate one's being American.",Manipulation,Othering
"The arguments themselves are faulty. If you dry things like bread or salted meat, you can preserve it for a long time. The author of the picture just discovered what humans knew for millenia.",Manipulation,Negative Emotional Appeal
"Can you rephrase that, it sounds like you think chicken breast and beef comes from thin air - plenty of animals die to produce meat sold at grocery stores.",Manipulation,Negative Emotional Appeal
"Is that how you buy your books and music as well? Because those seeds took an order of magnitude more time, money and talent to make.",Manipulation,Negative Emotional Appeal
The only way you can have a semi-normal life is if you seek psychiatric treatment.,Manipulation,Negative Emotional Appeal
So youre saying that someone with a severe bipolar personality disorder has the presence of mind needed for policing the general public?,Manipulation,Othering
"Seriously? If you believe that, than you haven't had a healthy relationship. My wife and I can talk about things like that with each other, and we both do, all the time.",Manipulation,Negative Emotional Appeal
The idea is to reward repentance. We are all sinners in a way and deserve a chance. Empathizing with the righteous guy is to fool yourself into thinking you have nothing to repent about.,Manipulation,Negative Emotional Appeal
"I'm sorry, but if you can't manage better than C's and D's without rampant cheating at what sounds like a mediocre school, I feel sorry for any employer who hires you on the false pretense of your undeserved GPA. Enjoy scraping your way through life and contributing nothing whatsoever to society.",Manipulation,Negative Emotional Appeal
A single cell is in no way shape or form a human being otherwise I'm a massmurder and every teenage girl is a murder for not getting pregnant.,Manipulation,Negative Emotional Appeal
"By your logic, a smoker doing anything good (other than quitting smoking) is hypocritical, because they care about that thing more than they care about second hand smoke.",Manipulation,Negative Emotional Appeal
"It seems like your position is completely non-existent; you don't have a view to change. To restate your view as I see it: ""All cultural practices are equal, apart from the ones that aren't.""",Manipulation,Negative Emotional Appeal
"You make the non-lethal police force an easy target before the lethal force can arrive. ""Don't worry, its just the patrol police. The real police won't be here for at least another 10 minutes, so just shoot them before they can call for help.""",Manipulation,Negative Emotional Appeal
Who cares what feminists think of your advocacy group? Is that hampering you from advocating for men's rights at all? Perhaps the MRM could spend less time worrying about feminists and more time addressing the issues men face.,Manipulation,Negative Emotional Appeal
"Many employers have content monitoring. Avoiding trigger words can keep you from getting fired. In that case, the NSFW label is quite useful.",Manipulation,Negative Emotional Appeal
"So because one parent got a job in a new city, the should relinquish their rights and responsibilities as a parent? Your use of quotation marks makes it sound like you believe that a lack of cohabitation between parents automatically makes them unfit.",Manipulation,Negative Emotional Appeal
"Computers? They cost millions of dollars and take up an entire room! That's just impractical, I don't see that technology going anywhere.",Manipulation,Scarcity
